,0,1,2,3,4,5,6,7,8,9,10,11,date
169,交通银行股份有限公司,BOCOM 3.3 06/27/23,-,3.3,-,50.00 百万,2022-06-28,--,--,--,金融债,104127,2023/06/27
170,扬州市江都沿江开发有限公司,YZJNDU 3.8 06/26/23,-,3.8,-,20.00 百万,2022-06-27,一般业务用途,--,--,城投债,103982,2023/06/26
171,平安银行股份有限公司,PINANI 2.6 12/27/22,-,2.6,-,200.00 百万,2022-06-27,--,--,--,金融债,104122,2022/12/27
172,交通银行股份有限公司,BOCOM 3 06/27/24,-,3,-,1000.00 百万,2022-06-27,--,--,--,金融债,104157,2024/06/27
173,西安未央城市建设集团有限公司,WYURBN 4.6 06/24/25,-,4.6,-,96.50 百万,2022-06-24,用于项目建设和补充运营资金,--,--,城投债,103971,2025/06/24
174,晋江市路桥建设开发有限公司,JJUCID 4.5 06/23/23,-,4.5,-,142.00 百万,2022-06-24,项目建设，偿还现有债务和补充运营资本,--,--,城投债,103978,2023/06/23
175,临沂城市发展集团有限公司,LYCDIN 5.2 06/24/25,99.546,5.2,5.371,300.00 百万,2022-06-24,用于项目建设和营运资金补充,--,--,城投债,103979,2025/06/24
176,南山集团有限公司,NNSHAN 7 06/23/23,-,7,-,45.00 百万,2022-06-24,运营资本,--,--,产业债,103984,2023/06/23
177,乳山市水务集团有限公司,RUSHWA 4.5 06/23/23,-,4.5,-,28.50 百万,2022-06-24,一般企业用途,--,--,城投债,103985,2023/06/23
178,中国建设银行股份有限公司,CSILTD 0 03/05/24,-,0,-,5.00 百万,2022-06-24,--,--,--,金融债,103991,2024/03/05
179,领地控股集团有限公司,LEAHOL 12 06/23/23,-,12,-,119.43 百万,2022-06-24,--,2022/06/24,2022/06/24,地产债,103993,2023/06/23
180,中国工商银行股份有限公司,ICBCAS 2.8 06/21/23,-,2.8,-,3500.00 百万,2022-06-24,--,--,--,金融债,104171,2023/06/21
181,中国银行股份有限公司,BCHINA 2.85 03/24/23,-,2.85,-,2000.00 百万,2022-06-24,--,--,--,金融债,104189,2023/03/24
182,国家开发银行,SDBC Float 06/23/25,-,3mL+22,-,100.00 百万,2022-06-23,--,--,--,金融债,103970,2025/06/23
183,中化香港(集团)有限公司,CSILTD 1.5 09/30/26,-,1.5,-,5.00 百万,2022-06-23,--,--,--,产业债,103974,2026/09/30
184,国银金融租赁股份有限公司,BCHINA 2.87 09/28/25,-,2.87,-,7.37 百万,2022-06-23,--,--,--,金融债,103975,2025/09/28
185,中化香港(集团)有限公司,CSILTD 1.5 09/30/26,-,1.5,-,5.00 百万,2022-06-23,--,--,--,产业债,103976,2026/09/30
186,中化香港(集团)有限公司,CSILTD 1.625 11/06/25,-,1.625,-,3.00 百万,2022-06-23,--,--,--,产业债,103977,2025/11/06
187,中华人民共和国,PBOCIN 2.3 12/22/22,-,2.3,-,5000.00 百万,2022-06-23,--,--,--,政府债,103980,2022/12/22
188,宁德时代新能源科技股份有限公司,BCHINA 1.87 09/17/25,-,1.87,-,7.37 百万,2022-06-23,--,--,--,产业债,103981,2025/09/17
189,恒基兆业地产有限公司,HENLND 3.8 06/21/24,-,3.8,-,1000.00 百万,2022-06-22,--,--,--,地产债,103955,2024/06/21
190,中国信达(香港)控股有限公司,BCHINA 3.81 03/09/24,-,3.81,-,26.89 百万,2022-06-22,--,--,--,金融债,103968,2024/03/09
191,齐鲁财金(山东)经济发展有限公司,LWECDI 5.15 05/22/25,-,5.15,-,32.00 百万,2022-06-22,一般公司用途,--,--,城投债,103972,2025/05/22
192,江苏云港投资发展有限公司,CHGDHB 1.9 06/21/23,-,1.9,-,33.00 百万,2022-06-22,用于一般企业用途,--,--,城投债,103973,2023/06/21
193,丽水经济技术开发区实业发展集团有限公司,LSECTZ 4.5 06/21/25,-,4.5,-,96.50 百万,2022-06-21,项目建设和一般企业用途,--,--,城投债,103956,2025/06/21
194,昆明市交通投资有限责任公司,KMCMIN 7 06/22/23,-,7,-,110.00 百万,2022-06-21,为发行人在中国境外发行的债券的未偿余额再融资,--,--,城投债,103969,2023/06/22
195,上海银行(香港)有限公司,BOSHAI 2.8 06/20/23,-,2.8,-,300.00 百万,2022-06-21,--,--,--,金融债,104164,2023/06/20
196,泰州鑫泰集团有限公司,TZXITA 4.5 06/17/25,-,4.5,-,32.00 百万,2022-06-17,为发行人的现有离岸债务进行再融资,--,--,城投债,103939,2025/06/17
197,成都陆港枢纽投资发展集团有限公司,CHGINL 4 06/17/25,-,4,-,100.00 百万,2022-06-17,一般业务用途，运营资本,--,--,城投债,103943,2025/06/17
198,天津蓟州新城建设投资有限公司,TJJZCI 3.9 06/17/25,-,3.9,-,70.00 百万,2022-06-17,对发行人于2022年7月到期的中长期债券进行再融资,--,--,城投债,103954,2025/06/17
199,陕西省西咸新区泾河新城开发建设(集团)有限公司,XXJHDC 7.2 06/17/25,-,7.2,-,100.00 百万,2022-06-17,再融资,--,--,城投债,103957,2025/06/17
200,扬州市江都沿江开发有限公司,YZJNDU 3.2 06/16/23,-,3.2,-,30.00 百万,2022-06-17,--,--,--,城投债,103960,2023/06/16
201,中国建设银行股份有限公司,BCHINA 3.92 02/27/24,-,3.92,-,13.47 百万,2022-06-17,--,--,--,金融债,103964,2024/02/27
202,中华人民共和国,CGB 2.75 06/17/27,-,2.75,-,2500.00 百万,2022-06-17,--,--,--,政府债,103965,2027/06/17
203,中华人民共和国,CGB 2.44 06/17/24,-,2.44,-,6500.00 百万,2022-06-17,--,--,--,政府债,103966,2024/06/17
204,中华人民共和国,CGB 2.55 06/17/25,-,2.55,-,2500.00 百万,2022-06-17,--,--,--,政府债,103967,2025/06/17
205,凉山州发展(控股)集团有限责任公司,LSHSID 4.5 06/16/25,-,4.5,-,60.00 百万,2022-06-16,--,--,--,城投债,103940,2025/06/16
206,中国信达(香港)控股有限公司,BCHINA 4.1 03/09/24,-,4.1,-,1.00 百万,2022-06-16,--,--,--,金融债,103945,2024/03/09
207,中国信达(香港)控股有限公司,BCHINA 3.92 03/09/24,-,3.92,-,27.01 百万,2022-06-16,--,--,--,金融债,103946,2024/03/09
208,新世界发展有限公司,NWDEVL 5.875 06/16/27,99.064,5.875,6.099,200.00 百万,2022-06-16,根据担保人的可持续融资框架，为符合资格的社会项目提供融资或再融资,2027/3/16,2027/3/16,地产债,103917,2027/06/16
209,新世界发展有限公司,NWDEVL 6.15 PERP,97.340,6.15,7.208,500.00 百万,2022-06-16,为担保人可持续融资条件下的合资格绿色项目进行融资或再融资,2025/3/16至2025/6/16、2025/12/16、2026/6/16、2026/12/16、2027/6/16、2027/12/16、2028/6/16、2028/12/16,2025/3/16至2025/6/16,地产债,103918,PERP
210,青岛胶州湾发展集团有限公司,QDJZWD 4.9 06/16/25,97.781,4.9,5.763,300.00 百万,2022-06-16,为发行人于2022年6月到期的中长期债券进行再融资,--,--,城投债,103919,2025/06/16
211,连云港港口集团有限公司,LIANYU 5 06/16/25,100.050,5,4.977,250.00 百万,2022-06-16,为该集团现有离岸债务进行再融资。根据本集团的绿色融资框架，发行债券的净收益等额将用于为合格的绿色项目进行融资和/或再融资,--,--,城投债,103931,2025/06/16
212,中国银行股份有限公司,BCHINA 3.125 06/16/25,98.712,3.125,3.609,500.00 百万,2022-06-16,为中国银行可持续发展系列债券管理声明中定义的符合条件的绿色项目提供融资和/或再融资,--,--,金融债,103932,2025/06/16
213,山东国惠投资控股集团有限公司,BCHINA 4.85 06/15/25,-,4.85,-,4.01 百万,2022-06-15,--,--,--,城投债,103942,2025/06/15
214,恒力集团有限公司,KGIINT 0.5 06/12/24,-,0.5,-,50.00 百万,2022-06-15,--,2024/5/31、2024/6/7,2024/5/31,产业债,103944,2024/06/12
215,南京扬子国资投资集团有限责任公司,BCHINA 4.3 06/05/24,-,4.3,-,2.00 百万,2022-06-15,--,--,--,城投债,103948,2024/06/05
216,中航国际租赁有限公司,BCHINA 1.75 03/30/24,-,1.75,-,4.00 百万,2022-06-15,--,--,--,产业债,103949,2024/03/30
217,中国国际金融(国际)有限公司,BCHINA 1.8 08/10/23,-,1.8,-,6.68 百万,2022-06-15,--,--,--,金融债,103950,2023/08/10
218,中国银行(香港)有限公司,BCHINA 5.93 09/14/23,-,5.93,-,20.05 百万,2022-06-15,--,--,--,金融债,103952,2023/09/14
219,中信建投证券股份有限公司,BCHINA 1.2 06/10/24,-,1.2,-,20.05 百万,2022-06-15,--,--,--,金融债,103953,2024/06/10
220,山东国惠投资控股集团有限公司,SHGUOH 4.7 06/15/25,97.814,4.7,5.548,500.00 百万,2022-06-15,用于偿还担保人及其子公司的离岸债务,--,--,城投债,103920,2025/06/15
221,山东高速集团有限公司,CNSHAN 4.1 06/15/25,99.052,4.1,4.461,500.00 百万,2022-06-15,根据担保人的绿色金融框架，全部或部分用于绿色项目融资和/或再融资,--,--,城投债,103933,2025/06/15
222,中银航空租赁有限公司,BCHINA 4.08 01/25/24,-,4.08,-,13.34 百万,2022-06-14,--,--,--,金融债,103941,2024/01/25
223,水发集团有限公司,BCHINA 4 03/24/24,-,4,-,116.00 百万,2022-06-14,--,--,--,城投债,103947,2024/03/24
224,陕西金融资产管理股份有限公司,BCHINA 3.2 03/18/24,-,3.2,-,64.00 百万,2022-06-14,--,--,--,金融债,103951,2024/03/18
225,长春市城市发展投资控股(集团)有限公司,CCUDIH 5 06/14/25,96.375,5,6.430,200.00 百万,2022-06-14,根据绿色金融框架和发改委证明，为一年内到期的中长期离岸债务进行再融资,--,--,城投债,103915,2025/06/14
226,舟山群岛新区蓬莱国有资产投资集团有限公司,ZHSIPL 3.9 06/14/25,-,3.9,-,150.00 百万,2022-06-14,为项目进行融资以及补充运营资本,--,--,城投债,103916,2025/06/14
227,中银航空租赁有限公司,BCHINA 2.78 01/17/25,-,2.78,-,20.08 百万,2022-06-13,--,--,--,金融债,103936,2025/01/17
228,交通银行股份有限公司,BCHINA 3.95 11/18/25,-,3.95,-,33.47 百万,2022-06-13,--,--,--,金融债,103937,2025/11/18
229,中国工商银行股份有限公司,BCHINA 3.29 09/24/26,-,3.29,-,20.08 百万,2022-06-13,--,--,--,金融债,103938,2026/09/24
230,中国建设银行股份有限公司,CCB 2.85 06/13/24,-,2.85,-,350.00 百万,2022-06-13,为发行人融资，用于一般公司用途,--,--,金融债,103910,2024/06/13
231,招银国际租赁管理有限公司,CMINLE Float 06/12/23,-,O/N SOFR+95,-,120.00 百万,2022-06-13,--,--,--,金融债,103912,2023/06/12
232,新疆交通建设投资控股有限公司,XJJJTZ 5.8 06/13/25,-,5.8,-,70.00 百万,2022-06-13,根据国家发展和改革委员会(NDRC)的注册证书，对一年内到期的中长期离岸债券的本金进行再融资,--,--,城投债,103928,2025/06/13
233,中国建设银行股份有限公司,BCHINA 2.59 06/24/25,-,2.59,-,13.39 百万,2022-06-13,--,--,--,金融债,103934,2025/06/24
234,工银国际租赁财务有限公司,BCHINA 1.88 08/25/25,-,1.88,-,20.08 百万,2022-06-13,--,--,--,金融债,103935,2025/08/25
235,华泰国际金融控股有限公司,HTIFIH 2.86 06/08/23,-,2.86,-,100.00 百万,2022-06-10,--,--,--,金融债,103904,2023/06/08
236,中银航空租赁有限公司,BCHINA 3.41 04/29/25,-,3.41,-,13.34 百万,2022-06-10,--,--,--,产业债,103922,2025/04/29
237,中国信达(香港)控股有限公司,BCHINA 4.42 04/23/25,-,4.42,-,20.01 百万,2022-06-10,--,--,--,金融债,103923,2025/04/23
238,中国建设银行股份有限公司,BCHINA 2.61 06/24/25,-,2.61,-,46.69 百万,2022-06-10,--,--,--,金融债,103924,2025/06/24
239,中国工商银行股份有限公司,BCHINA 3.26 09/24/26,-,3.26,-,20.01 百万,2022-06-10,--,--,--,金融债,103925,2026/09/24
240,交通银行(香港)有限公司,BCHINA 3.87 03/03/25,-,3.87,-,26.68 百万,2022-06-10,--,--,--,金融债,103926,2025/03/03
241,国银金融租赁股份有限公司,BCHINA 3.02 09/28/25,-,3.02,-,46.69 百万,2022-06-10,--,--,--,金融债,103927,2025/09/28
242,香港机场管理局,HKAA 2.6 06/07/24,-,2.6,-,500.00 百万,2022-06-09,--,--,--,产业债,103879,2024/06/07
243,泰州鑫泰集团有限公司,TZXITA 3.85 06/09/25,-,3.85,-,48.00 百万,2022-06-09,为发行人的现有离岸债务进行再融资,--,--,城投债,103899,2025/06/09
244,海通国际证券集团有限公司,HTISEC 2 01/10/23,-,2,-,100.00 百万,2022-06-09,--,--,--,金融债,103900,2023/01/10
245,信银(香港)投资有限公司,CNCBHK 2.9496 06/08/23,-,2.9496,-,200.00 百万,2022-06-09,--,--,--,金融债,103903,2023/06/08
246,青岛市即墨区城市旅游开发投资有限公司,JIMOTM 4.5 06/09/25,-,4.5,-,110.00 百万,2022-06-09,为开发集团项目进行融资，并补充集团的营运资本,--,--,城投债,103909,2025/06/09
247,南京溧水经济技术开发集团有限公司,LSETID 3.8 06/09/25,-,3.8,-,62.00 百万,2022-06-09,偿还发行人的债务,--,--,城投债,103911,2025/06/09
248,中国工商银行股份有限公司,BCHINA 3.3 09/24/26,-,3.3,-,19.95 百万,2022-06-09,--,2022/6/9,2022/6/9,金融债,103913,2026/09/24
249,济南城市建设集团有限公司,JNUCGC 3.8 06/09/25,-,3.8,-,600.00 百万,2022-06-09,运营资本，项目融资,--,--,城投债,103921,2025/06/09
250,香港机场管理局,HKAA 2.6 06/08/24,-,2.6,-,500.00 百万,2022-06-08,--,--,--,产业债,103873,2024/06/08
251,合肥市产业投资控股(集团)有限公司,HEFIND 3.9 06/08/25,99.962,3.9,3.912,500.00 百万,2022-06-08,项目建设和设备采购,--,--,城投债,103891,2025/06/08
252,湖州吴兴国有资本投资发展有限公司,HZWXSC 5.45 06/08/25,-,5.45,-,105.00 百万,2022-06-08,项目融资以及一般企业用途,--,--,城投债,103892,2025/06/08
253,海通国际证券集团有限公司,HTISEC 2.1 01/09/23,-,2.1,-,1700.00 百万,2022-06-08,--,--,--,金融债,103894,2023/01/09
254,万科企业股份有限公司,VNKRLE 3.55 06/08/25,-,3.55,-,510.00 百万,2022-06-08,一般业务用途，再融资,--,--,地产债,103901,2025/06/08
255,英利国际置业股份有限公司,YINGLI 4 05/31/23,-,4,-,56.00 百万,2022-06-08,再融资,--,--,地产债,103907,2023/05/31
256,江苏姜堰经开集团有限公司,TZJYJK 3.9 06/07/25,-,3.9,-,90.00 百万,2022-06-07,用于项目建设和一般运营资金,--,--,城投债,103881,2025/06/07
257,江苏姜堰经开集团有限公司,TZJYJK 3.9 06/07/25,-,3.9,-,48.00 百万,2022-06-07,用于项目建设和补充运营资金,--,--,城投债,103882,2025/06/07
258,江苏姜堰经开集团有限公司,TZJYJK 3.9 06/07/25,-,3.9,-,27.00 百万,2022-06-07,用于项目建设和一般运营资金,--,--,城投债,103883,2025/06/07
259,太原国有投资集团有限公司,TYSTOW 4.55 06/07/25,103.554,4.55,3.203,200.00 百万,2022-06-07,用于偿还离岸债务,--,--,城投债,103885,2025/06/07
260,江苏射阳大米集团有限公司,SYRICE 1.7 06/06/23,-,1.7,-,37.50 百万,2022-06-07,一般业务用途,--,--,城投债,103896,2023/06/06
261,成都湔江投资集团有限公司,PZSOAO 4.5 06/07/25,-,4.5,-,100.00 百万,2022-06-07,运营资本，项目融资,--,--,城投债,103897,2025/06/07
262,武汉市江夏农业集团有限公司,JXWHAG 2.3 05/07/25,-,2.3,-,93.00 百万,2022-06-07,再融资,--,--,城投债,103898,2025/05/07
263,香港机场管理局,HKAA 2.8 06/06/24,-,2.8,-,1000.00 百万,2022-06-06,--,--,--,产业债,103864,2024/06/06
264,香港机场管理局,HKAA 2.8 06/06/24,-,2.8,-,1000.00 百万,2022-06-06,--,--,--,产业债,103875,2024/06/06
265,新湖中宝股份有限公司,XINHUZ 11 06/06/25,100.000,11,10.984,150.00 百万,2022-06-06,--,2024/6/6,2024/6/6,地产债,103895,2025/06/06
266,江苏中南建设集团股份有限公司,JIAZHO 12 06/05/23,-,12,-,157.01 百万,2022-06-06,--,2022-06-06,2022-06-06,地产债,103908,2023/06/05
267,香港机场管理局,HKAA 2.8 06/03/24,-,2.8,-,500.00 百万,2022-06-02,--,--,--,产业债,103866,2024/06/03
268,新城发展控股有限公司,FTLNHD 7.95 06/01/23,80.500,7.95,39.628,100.00 百万,2022-06-02,对现有的将在一年内到期的中长期离岸债务进行再融资，并仅适用于符合担保人可持续融资框架的合格绿色项目,--,--,地产债,103887,2023/06/01
269,中国工商银行股份有限公司,ICBCAS Float 06/01/25,100.059,SOFR+75,-,600.00 百万,2022-06-01,如工商银行绿色债券框架所定义，发行人将使用相当于净收益的金额为符合条件的绿色资产融资和/或再融资,--,--,金融债,103858,2025/06/01
270,中国工商银行股份有限公司,ICBCAS 1.625 06/01/25,-,1.625,-,300.00 百万,2022-06-01,将使用与净收入等额的资金，为符合中国工商银行绿色债券框架下规定的合格绿色资产进行融资和/或再融资,--,--,金融债,103859,2025/06/01
271,中国工商银行股份有限公司,ICBCAS 3.2 06/01/24,-,3.2,-,2000.00 百万,2022-06-01,根据工商银行绿色债券框架，为符合条件的绿色资产提供融资和/或再融资,--,--,金融债,103860,2024/06/01
272,中国工商银行股份有限公司,ICBCAS 2.95 06/01/24,-,2.95,-,2000.00 百万,2022-06-01,将使用与净收入等额的资金，为符合中国工商银行绿色债券框架下规定的合格绿色资产进行融资和/或再融资,--,--,金融债,103862,2024/06/01
273,中国工商银行股份有限公司,ICBCAS 2.95 06/01/25,98.207,2.95,3.635,1200.00 百万,2022-06-01,根据工商银行绿色债券框架，为符合条件的绿色资产提供融资和/或再融资,--,--,金融债,103863,2025/06/01
274,招商局港口控股有限公司,CMHI 4 06/01/27,99.607,4,4.090,500.00 百万,2022-06-01,用于集团的一般企业用途，包括偿还现有债务,2027/5/1,2027/5/1,产业债,103869,2027/06/01
275,咸宁城市发展(集团)有限责任公司,XIURDE 4.5 06/01/25,97.505,4.5,5.480,70.50 百万,2022-06-01,补充运营资本,--,--,城投债,103870,2025/06/01
276,无锡金源产业投资发展集团有限公司,WXJYID 2.4 06/01/25,-,2.4,-,139.00 百万,2022-06-01,用于无锡滨湖区智能制造产业园B区项目，该项目为发行人绿色债券框架下的合格绿色项目，并补充运营资金,--,--,城投债,103871,2025/06/01
277,牡丹江市城市投资集团有限公司,MDJINV 8 06/01/25,-,8,-,100.00 百万,2022-06-01,为现有离岸债务进行再融资,--,--,城投债,103874,2025/06/01
278,漳州市交通发展集团有限公司,ZZTRAN 4.98 06/01/25,100.330,4.98,4.848,500.00 百万,2022-06-01,根据发改委认证和绿色金融框架，对离岸债务进行再融资,--,--,城投债,103876,2025/06/01
279,山东明水国开实业开发有限公司,SDMSGK 2.2 06/01/25,-,2.2,-,11.00 百万,2022-06-01,为集团的中意科技产业城一期项目和生命健康科技园项目提供资金和补充运营资本,--,--,城投债,103880,2025/06/01
280,陕西金融资产管理股份有限公司,BCHINA 3.2 03/18/24,-,3.2,-,6.00 百万,2022-06-01,--,--,--,金融债,103888,2024/03/18
281,大唐集团控股有限公司,DTGRHD 12.5 05/31/23,-,12.5,-,283.95 百万,2022-06-01,交换要约,2022/6/1,2022/6/1,地产债,103906,2023/05/31
282,九龙仓置业地产投资有限公司,WREICL 3 05/31/24,-,3,-,200.00 百万,2022-05-31,--,--,--,地产债,103856,2024/05/31
283,重庆市合川城市建设投资(集团)有限公司,CHOHEC 6 05/31/25,99.750,6,6.095,233.00 百万,2022-05-31,用于偿还集团现有债务及一般公司用途,--,--,城投债,103861,2025/05/31
284,海通证券股份有限公司,HAITIB 4 05/29/27,-,4,-,150.00 百万,2022-05-31,为现有债务进行再融资,--,--,金融债,103868,2027/05/29
285,武汉地铁集团有限公司,BCHINA 2.96 09/24/24,-,2.96,-,6.00 百万,2022-05-31,--,--,--,城投债,103878,2024/09/24
